date,home_team,away_team,team,scorer,minute,own_goal,penalty
2023-11-17,Moldova,Albania,Moldova,Vladislav Baboglo,87,FALSE,FALSE
2023-11-17,Poland,Czech Republic,Poland,Jakub Piotrowski,38,FALSE,FALSE
2023-11-17,Poland,Czech Republic,Czech Republic,Tomáš Souček,49,FALSE,FALSE
2023-11-17,Tunisia,São Tomé and Príncipe,Tunisia,Yassine Meriah,37,FALSE,FALSE
2023-11-17,Tunisia,São Tomé and Príncipe,Tunisia,Youssef Msakni,53,FALSE,FALSE
2023-11-17,Tunisia,São Tomé and Príncipe,Tunisia,Hamza Rafia,79,FALSE,FALSE
2023-11-17,Tunisia,São Tomé and Príncipe,Tunisia,Firas Ben Larbi,88,FALSE,FALSE
2023-11-17,Zambia,Congo,Zambia,Patson Daka,5,FALSE,FALSE
2023-11-17,Zambia,Congo,Congo,Silvère Ganvoula,13,FALSE,FALSE
2023-11-17,Zambia,Congo,Congo,Mons Bassouamina,15,FALSE,FALSE
2023-11-17,Zambia,Congo,Zambia,Lameck Banda,43,FALSE,FALSE
2023-11-17,Zambia,Congo,Zambia,Fashion Sakala,69,FALSE,FALSE
2023-11-17,Zambia,Congo,Zambia,Patson Daka,90,FALSE,FALSE
2023-11-18,Armenia,Wales,Armenia,Lucas Zelarayán,5,FALSE,FALSE
2023-11-18,Armenia,Wales,Wales,Nair Tiknizyan,45,TRUE,FALSE
2023-11-18,Belarus,Andorra,Belarus,Denis Laptev,83,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Ethan Santos,3,TRUE,FALSE
2023-11-18,France,Gibraltar,France,Marcus Thuram,4,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Warren Zaïre-Emery,16,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Kylian Mbappé,30,FALSE,TRUE
2023-11-18,France,Gibraltar,France,Jonathan Clauss,34,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Kingsley Coman,36,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Youssouf Fofana,37,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Adrien Rabiot,63,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Kingsley Coman,65,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Ousmane Dembélé,73,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Kylian Mbappé,74,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Kylian Mbappé,82,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Olivier Giroud,89,FALSE,FALSE
2023-11-18,France,Gibraltar,France,Olivier Giroud,90,FALSE,FALSE
2023-11-18,Israel,Romania,Israel,Eran Zahavi,2,FALSE,FALSE
2023-11-18,Israel,Romania,Romania,George Pușcaș,10,FALSE,FALSE
2023-11-18,Israel,Romania,Romania,Ianis Hagi,63,FALSE,FALSE
2023-11-18,Latvia,Croatia,Croatia,Lovro Majer,7,FALSE,FALSE
2023-11-18,Latvia,Croatia,Croatia,Andrej Kramarić,16,FALSE,FALSE
2023-11-18,Netherlands,Republic of Ireland,Netherlands,Wout Weghorst,12,FALSE,FALSE
2023-11-18,Niger,Tanzania,Tanzania,Charles M'Mombwa,56,FALSE,FALSE
2023-11-18,Senegal,South Sudan,Senegal,Pape Matar Sarr,1,FALSE,FALSE
2023-11-18,Senegal,South Sudan,Senegal,Sadio Mané,5,FALSE,FALSE
2023-11-18,Senegal,South Sudan,Senegal,Lamine Camara,45,FALSE,FALSE
2023-11-18,Senegal,South Sudan,Senegal,Sadio Mané,56,FALSE,TRUE
2023-11-18,South Africa,Benin,South Africa,Percy Tau,2,FALSE,FALSE
2023-11-18,South Africa,Benin,South Africa,Khuliso Mudau,45,FALSE,FALSE
2023-11-18,South Africa,Benin,Benin,Steve Mounié,70,FALSE,FALSE
2023-11-18,Switzerland,Kosovo,Switzerland,Ruben Vargas,47,FALSE,FALSE
2023-11-18,Switzerland,Kosovo,Kosovo,Muhamet Hyseni,82,FALSE,FALSE
2023-11-19,Belgium,Azerbaijan,Belgium,Romelu Lukaku,17,FALSE,FALSE
2023-11-19,Belgium,Azerbaijan,Belgium,Romelu Lukaku,26,FALSE,FALSE
2023-11-19,Belgium,Azerbaijan,Belgium,Romelu Lukaku,30,FALSE,FALSE
2023-11-19,Belgium,Azerbaijan,Belgium,Romelu Lukaku,37,FALSE,FALSE
2023-11-19,Belgium,Azerbaijan,Belgium,Leandro Trossard,90,FALSE,FALSE
2023-11-19,Bosnia and Herzegovina,Slovakia,Bosnia and Herzegovina,Patrik Hrošovský,49,TRUE,FALSE
2023-11-19,Bosnia and Herzegovina,Slovakia,Slovakia,Róbert Boženík,52,FALSE,FALSE
2023-11-19,Bosnia and Herzegovina,Slovakia,Slovakia,Ľubomír Šatka,71,FALSE,FALSE
2023-11-19,Burundi,Gabon,Gabon,Jim Allevinah,35,FALSE,FALSE
2023-11-19,Burundi,Gabon,Gabon,Denis Bouanga,83,FALSE,FALSE
2023-11-19,Burundi,Gabon,Burundi,Abedi Bigirimana,87,FALSE,FALSE
2023-11-19,Hungary,Montenegro,Montenegro,Slobodan Rubežić,36,FALSE,FALSE
2023-11-19,Hungary,Montenegro,Hungary,Dominik Szoboszlai,66,FALSE,FALSE
2023-11-19,Hungary,Montenegro,Hungary,Dominik Szoboszlai,68,FALSE,FALSE
2023-11-19,Hungary,Montenegro,Hungary,Ádám Nagy,90,FALSE,FALSE
2023-11-19,Liechtenstein,Luxembourg,Luxembourg,Gerson Rodrigues,69,FALSE,FALSE
2023-11-19,Mozambique,Algeria,Algeria,Farès Chaïbi,69,FALSE,FALSE
2023-11-19,Mozambique,Algeria,Algeria,Ramiz Zerrouki,80,FALSE,FALSE
2023-11-19,Portugal,Iceland,Portugal,Bruno Fernandes,37,FALSE,FALSE
2023-11-19,Portugal,Iceland,Portugal,Ricardo Horta,66,FALSE,FALSE
2023-11-19,Scotland,Norway,Norway,Aron Dønnum,3,FALSE,FALSE
2023-11-19,Scotland,Norway,Scotland,John McGinn,13,FALSE,FALSE
2023-11-19,Scotland,Norway,Norway,Jørgen Strand Larsen,20,FALSE,FALSE
2023-11-19,Scotland,Norway,Scotland,Leo Skiri Østigård,33,TRUE,FALSE
2023-11-19,Scotland,Norway,Scotland,Stuart Armstrong,59,FALSE,FALSE
2023-11-19,Scotland,Norway,Norway,Mohamed Elyounoussi,86,FALSE,FALSE
2023-11-19,Serbia,Bulgaria,Serbia,Miloš Veljković,16,FALSE,FALSE
2023-11-19,Serbia,Bulgaria,Bulgaria,Georgi Rusev,59,FALSE,FALSE
2023-11-19,Serbia,Bulgaria,Bulgaria,Kiril Despodov,69,FALSE,FALSE
2023-11-19,Serbia,Bulgaria,Serbia,Srđan Babić,82,FALSE,FALSE
2023-11-19,Sierra Leone,Egypt,Egypt,Trézéguet,18,FALSE,FALSE
2023-11-19,Sierra Leone,Egypt,Egypt,Trézéguet,62,FALSE,FALSE
2023-11-19,Spain,Georgia,Spain,Robin Le Normand,4,FALSE,FALSE
2023-11-19,Spain,Georgia,Georgia,Khvicha Kvaratskhelia,10,FALSE,FALSE
2023-11-19,Spain,Georgia,Spain,Ferran Torres,55,FALSE,FALSE
2023-11-19,Spain,Georgia,Spain,Luka Lochoshvili,72,TRUE,FALSE
2023-11-19,Sudan,DR Congo,Sudan,Charles Pickel,79,TRUE,FALSE
2023-11-19,Sweden,Estonia,Sweden,Viktor Claesson,22,FALSE,FALSE
2023-11-19,Sweden,Estonia,Sweden,Emil Forsberg,55,FALSE,FALSE
2023-11-19,Zimbabwe,Nigeria,Zimbabwe,Walter Musona,26,FALSE,FALSE
2023-11-19,Zimbabwe,Nigeria,Nigeria,Kelechi Iheanacho,67,FALSE,FALSE
2023-11-20,Chad,Madagascar,Madagascar,Njiva Rakotoharimalala,10,FALSE,FALSE
2023-11-20,Chad,Madagascar,Madagascar,Njiva Rakotoharimalala,84,FALSE,FALSE
2023-11-20,Chad,Madagascar,Madagascar,Loïc Lapoussin,90,FALSE,FALSE
2023-11-20,Czech Republic,Moldova,Czech Republic,David Douděra,14,FALSE,FALSE
2023-11-20,Czech Republic,Moldova,Czech Republic,Tomáš Chorý,72,FALSE,FALSE
2023-11-20,Czech Republic,Moldova,Czech Republic,Tomáš Souček,90,FALSE,FALSE
2023-11-20,Djibouti,Guinea-Bissau,Guinea-Bissau,Mauro Rodrigues,39,FALSE,FALSE
2023-11-20,Gambia,Ivory Coast,Ivory Coast,Christian Kouamé,45,FALSE,FALSE
2023-11-20,Gambia,Ivory Coast,Ivory Coast,Seko Fofana,85,FALSE,FALSE
2023-11-20,Mali,Central African Republic,Mali,Kamory Doumbia,76,FALSE,FALSE
2023-11-20,Mali,Central African Republic,Central African Republic,Geoffrey Kondogbia,79,FALSE,FALSE
2023-11-20,North Macedonia,England,North Macedonia,Enis Bardhi,41,FALSE,FALSE
2023-11-20,North Macedonia,England,England,Jani Atanasov,59,TRUE,FALSE
2023-11-20,Northern Ireland,Denmark,Northern Ireland,Isaac Price,60,FALSE,FALSE
2023-11-20,Northern Ireland,Denmark,Northern Ireland,Dion Charles,81,FALSE,FALSE
2023-11-20,San Marino,Finland,Finland,Pyry Soiri,50,FALSE,FALSE
2023-11-20,San Marino,Finland,Finland,Pyry Soiri,58,FALSE,FALSE
2023-11-20,San Marino,Finland,San Marino,Filippo Berardi,90,FALSE,TRUE
2023-11-20,Seychelles,Kenya,Kenya,Michael Olunga,3,FALSE,FALSE
2023-11-20,Seychelles,Kenya,Kenya,Michael Olunga,6,FALSE,FALSE
2023-11-20,Seychelles,Kenya,Kenya,Masoud Juma,45,FALSE,FALSE
2023-11-20,Seychelles,Kenya,Kenya,Rooney Onyango,62,FALSE,FALSE
2023-11-20,Seychelles,Kenya,Kenya,Benson Omala,73,FALSE,FALSE
2023-11-20,Slovenia,Kazakhstan,Slovenia,Benjamin Šeško,41,FALSE,TRUE
2023-11-20,Slovenia,Kazakhstan,Kazakhstan,Ramazan Orazov,48,FALSE,FALSE
2023-11-20,Slovenia,Kazakhstan,Slovenia,Benjamin Verbič,86,FALSE,FALSE
2023-11-21,Afghanistan,Kuwait,Kuwait,Shabaib Al-Khaldi,18,FALSE,TRUE
2023-11-21,Afghanistan,Kuwait,Kuwait,Mohammad Daham,69,FALSE,FALSE
2023-11-21,Afghanistan,Kuwait,Kuwait,Shabaib Al-Khaldi,80,FALSE,FALSE
2023-11-21,Afghanistan,Kuwait,Kuwait,Athbi Saleh,82,FALSE,FALSE
2023-11-21,Andorra,Israel,Israel,Joan Cervós,29,TRUE,FALSE
2023-11-21,Andorra,Israel,Israel,Gadi Kinda,81,FALSE,FALSE
2023-11-21,Bahrain,United Arab Emirates,United Arab Emirates,Abdullah Ramadan,36,FALSE,FALSE
2023-11-21,Bahrain,United Arab Emirates,United Arab Emirates,Ali Mabkhout,90,FALSE,TRUE
2023-11-21,Bangladesh,Lebanon,Lebanon,Majed Osman,67,FALSE,FALSE
2023-11-21,Bangladesh,Lebanon,Bangladesh,Shekh Morsalin,72,FALSE,FALSE
2023-11-21,Botswana,Guinea,Botswana,Kabelo Seakanyeng,79,FALSE,FALSE
2023-11-21,Brazil,Argentina,Argentina,Nicolás Otamendi,63,FALSE,FALSE
2023-11-21,China PR,South Korea,South Korea,Son Heung-min,11,FALSE,TRUE
2023-11-21,China PR,South Korea,South Korea,Son Heung-min,45,FALSE,FALSE
2023-11-21,China PR,South Korea,South Korea,Jung Seung-hyun,87,FALSE,FALSE
2023-11-21,Comoros,Ghana,Comoros,Myziane Maolida,43,FALSE,FALSE
2023-11-21,Croatia,Armenia,Croatia,Ante Budimir,43,FALSE,FALSE
2023-11-21,Ecuador,Chile,Ecuador,Ángel Mena,21,FALSE,FALSE
2023-11-21,Eswatini,Cape Verde,Cape Verde,Ryan Mendes,17,FALSE,FALSE
2023-11-21,Eswatini,Cape Verde,Cape Verde,Jamiro Monteiro,38,FALSE,FALSE
2023-11-21,Ethiopia,Burkina Faso,Burkina Faso,Blati Touré,69,FALSE,FALSE
2023-11-21,Ethiopia,Burkina Faso,Burkina Faso,Bertrand Traoré,78,FALSE,TRUE
2023-11-21,Ethiopia,Burkina Faso,Burkina Faso,Dango Ouattara,90,FALSE,FALSE
2023-11-21,Gibraltar,Netherlands,Netherlands,Calvin Stengs,10,FALSE,FALSE
2023-11-21,Gibraltar,Netherlands,Netherlands,Mats Wieffer,23,FALSE,FALSE
2023-11-21,Gibraltar,Netherlands,Netherlands,Teun Koopmeiners,38,FALSE,FALSE
2023-11-21,Gibraltar,Netherlands,Netherlands,Calvin Stengs,50,FALSE,FALSE
2023-11-21,Gibraltar,Netherlands,Netherlands,Calvin Stengs,62,FALSE,FALSE
2023-11-21,Gibraltar,Netherlands,Netherlands,Cody Gakpo,81,FALSE,FALSE
2023-11-21,Greece,France,France,Randal Kolo Muani,42,FALSE,FALSE
2023-11-21,Greece,France,Greece,Tasos Bakasetas,56,FALSE,FALSE
2023-11-21,Greece,France,Greece,Fotis Ioannidis,61,FALSE,FALSE
2023-11-21,Greece,France,France,Youssouf Fofana,74,FALSE,FALSE
2023-11-21,Hong Kong,Turkmenistan,Turkmenistan,Ruslan Mingazow,4,FALSE,FALSE
2023-11-21,Hong Kong,Turkmenistan,Hong Kong,Wong Wai,12,FALSE,FALSE
2023-11-21,Hong Kong,Turkmenistan,Turkmenistan,Ruslan Mingazow,36,FALSE,FALSE
2023-11-21,Hong Kong,Turkmenistan,Hong Kong,Everton Camargo,65,FALSE,FALSE
2023-11-21,India,Qatar,Qatar,Mostafa Meshaal,4,FALSE,FALSE
2023-11-21,India,Qatar,Qatar,Almoez Ali,47,FALSE,FALSE
2023-11-21,India,Qatar,Qatar,Yusuf Abdurisag,86,FALSE,FALSE
2023-11-21,Jordan,Saudi Arabia,Saudi Arabia,Saleh Al-Shehri,8,FALSE,FALSE
2023-11-21,Jordan,Saudi Arabia,Saudi Arabia,Saleh Al-Shehri,30,FALSE,FALSE
2023-11-21,Kosovo,Belarus,Belarus,Dmitry Antilevsky,43,FALSE,FALSE
2023-11-21,Kyrgyzstan,Oman,Kyrgyzstan,Odilzhon Abdurakhmanov,49,FALSE,FALSE
2023-11-21,Libya,Cameroon,Cameroon,Olivier Ntcham,34,FALSE,TRUE
2023-11-21,Libya,Cameroon,Libya,Abdulmunem Aleiyan,43,FALSE,FALSE
2023-11-21,Malawi,Tunisia,Tunisia,Youssef Msakni,87,FALSE,TRUE
2023-11-21,Myanmar,North Korea,North Korea,Jong Il-gwan,30,FALSE,FALSE
2023-11-21,Myanmar,North Korea,North Korea,Choe Ju-song,34,FALSE,TRUE
2023-11-21,Myanmar,North Korea,North Korea,Han Kwang-song,38,FALSE,FALSE
2023-11-21,Myanmar,North Korea,North Korea,Jong Il-gwan,54,FALSE,FALSE
2023-11-21,Myanmar,North Korea,North Korea,Jong Il-gwan,56,FALSE,FALSE
2023-11-21,Myanmar,North Korea,North Korea,Ri Hyong-jin,70,FALSE,FALSE
2023-11-21,Myanmar,North Korea,Myanmar,Win Naing Tun,77,FALSE,FALSE
2023-11-21,Nepal,Yemen,Yemen,Omar Al-Dahi,72,FALSE,FALSE
2023-11-21,Nepal,Yemen,Yemen,Mohammed Al-Dahi,90,FALSE,FALSE
2023-11-21,Niger,Zambia,Niger,Amadou Moutari,6,FALSE,FALSE
2023-11-21,Niger,Zambia,Niger,Boubacar Goumey,28,FALSE,FALSE
2023-11-21,Niger,Zambia,Zambia,Patson Daka,50,FALSE,FALSE
2023-11-21,Pakistan,Tajikistan,Tajikistan,Amadoni Kamolov,9,FALSE,FALSE
2023-11-21,Pakistan,Tajikistan,Tajikistan,Rustam Soirov,13,FALSE,FALSE
2023-11-21,Pakistan,Tajikistan,Pakistan,Rahis Nabi,21,FALSE,FALSE
2023-11-21,Pakistan,Tajikistan,Tajikistan,Parvizdzhon Umarbayev,26,FALSE,FALSE
2023-11-21,Pakistan,Tajikistan,Tajikistan,Ehson Panjshanbe,45,FALSE,FALSE
2023-11-21,Pakistan,Tajikistan,Tajikistan,Amadoni Kamolov,66,FALSE,FALSE
2023-11-21,Pakistan,Tajikistan,Tajikistan,Shahrom Samiev,90,FALSE,FALSE
2023-11-21,Palestine,Australia,Australia,Harry Souttar,18,FALSE,FALSE
2023-11-21,Paraguay,Colombia,Colombia,Rafael Santos Borré,11,FALSE,TRUE
2023-11-21,Peru,Venezuela,Peru,Yoshimar Yotún,17,FALSE,FALSE
2023-11-21,Peru,Venezuela,Venezuela,Jefferson Savarino,54,FALSE,FALSE
2023-11-21,Philippines,Indonesia,Philippines,Patrick Reichelt,23,FALSE,FALSE
2023-11-21,Philippines,Indonesia,Indonesia,Saddil Ramdani,70,FALSE,FALSE
2023-11-21,Romania,Switzerland,Romania,Denis Alibec,50,FALSE,FALSE
2023-11-21,Rwanda,South Africa,Rwanda,Innocent Nshuti,12,FALSE,FALSE
2023-11-21,Rwanda,South Africa,Rwanda,Gilbert Mugisha,28,FALSE,FALSE
2023-11-21,Singapore,Thailand,Thailand,Supachok Sarachat,5,FALSE,FALSE
2023-11-21,Singapore,Thailand,Singapore,Shawal Anuar,41,FALSE,FALSE
2023-11-21,Singapore,Thailand,Thailand,Suphanat Mueanta,66,FALSE,FALSE
2023-11-21,Singapore,Thailand,Thailand,Suphanat Mueanta,87,FALSE,FALSE
2023-11-21,Somalia,Uganda,Uganda,Rogers Mato,4,FALSE,FALSE
2023-11-21,Syria,Japan,Japan,Takefusa Kubo,32,FALSE,FALSE
2023-11-21,Syria,Japan,Japan,Ayase Ueda,37,FALSE,FALSE
2023-11-21,Syria,Japan,Japan,Ayase Ueda,40,FALSE,FALSE
2023-11-21,Syria,Japan,Japan,Yukinari Sugawara,47,FALSE,FALSE
2023-11-21,Syria,Japan,Japan,Mao Hosoya,82,FALSE,FALSE
2023-11-21,São Tomé and Príncipe,Namibia,Namibia,Prins Tjiueza,9,FALSE,FALSE
2023-11-21,São Tomé and Príncipe,Namibia,Namibia,Pedro Mateus,75,TRUE,FALSE
2023-11-21,Taiwan,Malaysia,Malaysia,Darren Lok,72,FALSE,FALSE
2023-11-21,Tanzania,Morocco,Morocco,Hakim Ziyech,28,FALSE,FALSE
2023-11-21,Tanzania,Morocco,Morocco,Bakari Mwamnyeto,54,TRUE,FALSE
2023-11-21,Uruguay,Bolivia,Uruguay,Darwin Núñez,15,FALSE,FALSE
2023-11-21,Uruguay,Bolivia,Uruguay,Gabriel Villamíl,39,TRUE,FALSE
2023-11-21,Uruguay,Bolivia,Uruguay,Darwin Núñez,71,FALSE,FALSE
2023-11-21,Uzbekistan,Iran,Iran,Ramin Rezaeian,14,FALSE,FALSE
2023-11-21,Uzbekistan,Iran,Iran,Mehdi Taremi,38,FALSE,FALSE
2023-11-21,Uzbekistan,Iran,Uzbekistan,Oston Urunov,52,FALSE,FALSE
2023-11-21,Uzbekistan,Iran,Uzbekistan,Igor Sergeev,83,FALSE,FALSE
2023-11-21,Vietnam,Iraq,Iraq,Mohanad Ali,90,FALSE,FALSE
2023-11-21,Wales,Turkey,Wales,Neco Williams,7,FALSE,FALSE
2023-11-21,Wales,Turkey,Turkey,Yusuf Yazıcı,70,FALSE,TRUE
2024-01-12,Qatar,Lebanon,Qatar,Akram Afif,45,FALSE,FALSE
2024-01-12,Qatar,Lebanon,Qatar,Almoez Ali,56,FALSE,FALSE
2024-01-12,Qatar,Lebanon,Qatar,Akram Afif,90,FALSE,FALSE
2024-01-13,Australia,India,Australia,Jackson Irvine,50,FALSE,FALSE
2024-01-13,Australia,India,Australia,Jordan Bos,73,FALSE,FALSE
2024-01-13,Ivory Coast,Guinea-Bissau,Ivory Coast,Seko Fofana,4,FALSE,FALSE
2024-01-13,Ivory Coast,Guinea-Bissau,Ivory Coast,Jean-Philippe Krasso,58,FALSE,FALSE
2024-01-14,Egypt,Mozambique,Egypt,Mostafa Mohamed,2,FALSE,FALSE
2024-01-14,Egypt,Mozambique,Mozambique,Witi,55,FALSE,FALSE
2024-01-14,Egypt,Mozambique,Mozambique,Clésio,58,FALSE,FALSE
2024-01-14,Egypt,Mozambique,Egypt,Mohamed Salah,90,FALSE,TRUE
2024-01-14,Ghana,Cape Verde,Cape Verde,Jamiro Monteiro,17,FALSE,FALSE
2024-01-14,Ghana,Cape Verde,Ghana,Alexander Djiku,56,FALSE,FALSE
2024-01-14,Ghana,Cape Verde,Cape Verde,Garry Rodrigues,90,FALSE,FALSE
2024-01-14,Iran,Palestine,Iran,Karim Ansarifard,2,FALSE,FALSE
2024-01-14,Iran,Palestine,Iran,Shojae Khalilzadeh,12,FALSE,FALSE
2024-01-14,Iran,Palestine,Iran,Mehdi Ghayedi,38,FALSE,FALSE
2024-01-14,Iran,Palestine,Palestine,Tamer Seyam,45,FALSE,FALSE
2024-01-14,Iran,Palestine,Iran,Sardar Azmoun,55,FALSE,FALSE
2024-01-14,Japan,Vietnam,Japan,Takumi Minamino,11,FALSE,FALSE
2024-01-14,Japan,Vietnam,Vietnam,Nguyễn Đình Bắc,16,FALSE,FALSE
2024-01-14,Japan,Vietnam,Vietnam,Phạm Tuấn Hải,33,FALSE,FALSE
2024-01-14,Japan,Vietnam,Japan,Takumi Minamino,45,FALSE,FALSE
2024-01-14,Japan,Vietnam,Japan,Keito Nakamura,45,FALSE,FALSE
2024-01-14,Japan,Vietnam,Japan,Ayase Ueda,85,FALSE,FALSE
2024-01-14,Nigeria,Equatorial Guinea,Equatorial Guinea,Iban Salvador,36,FALSE,FALSE
2024-01-14,Nigeria,Equatorial Guinea,Nigeria,Victor Osimhen,38,FALSE,FALSE
2024-01-14,United Arab Emirates,Hong Kong,United Arab Emirates,Sultan Adil,34,FALSE,TRUE
2024-01-14,United Arab Emirates,Hong Kong,Hong Kong,Chan Siu Kwan,49,FALSE,FALSE
2024-01-14,United Arab Emirates,Hong Kong,United Arab Emirates,Zayed Sultan,52,FALSE,FALSE
2024-01-14,United Arab Emirates,Hong Kong,United Arab Emirates,Yahya Al-Ghassani,90,FALSE,TRUE
2024-01-15,Algeria,Angola,Algeria,Baghdad Bounedjah,18,FALSE,FALSE
2024-01-15,Algeria,Angola,Angola,Mabululu,68,FALSE,TRUE
2024-01-15,Cameroon,Guinea,Guinea,Mohamed Bayo,10,FALSE,FALSE
2024-01-15,Cameroon,Guinea,Cameroon,Frank Magri,51,FALSE,FALSE
2024-01-15,Indonesia,Iraq,Iraq,Mohanad Ali,17,FALSE,FALSE
2024-01-15,Indonesia,Iraq,Indonesia,Marselino Ferdinan,37,FALSE,FALSE
2024-01-15,Indonesia,Iraq,Iraq,Osama Rashid,45,FALSE,FALSE
2024-01-15,Indonesia,Iraq,Iraq,Aymen Hussein,75,FALSE,FALSE
2024-01-15,Malaysia,Jordan,Jordan,Mahmoud Al-Mardi,12,FALSE,FALSE
2024-01-15,Malaysia,Jordan,Jordan,Musa Al-Taamari,18,FALSE,TRUE
2024-01-15,Malaysia,Jordan,Jordan,Mahmoud Al-Mardi,32,FALSE,FALSE
2024-01-15,Malaysia,Jordan,Jordan,Musa Al-Taamari,85,FALSE,FALSE
2024-01-15,Senegal,Gambia,Senegal,Pape Gueye,4,FALSE,FALSE
2024-01-15,Senegal,Gambia,Senegal,Lamine Camara,52,FALSE,FALSE
2024-01-15,Senegal,Gambia,Senegal,Lamine Camara,86,FALSE,FALSE
2024-01-15,South Korea,Bahrain,South Korea,Hwang In-beom,38,FALSE,FALSE
2024-01-15,South Korea,Bahrain,Bahrain,Abdullah Al-Hashash,51,FALSE,FALSE
2024-01-15,South Korea,Bahrain,South Korea,Lee Kang-in,56,FALSE,FALSE
2024-01-15,South Korea,Bahrain,South Korea,Lee Kang-in,68,FALSE,FALSE
2024-01-16,Burkina Faso,Mauritania,Burkina Faso,Bertrand Traoré,90,FALSE,TRUE
2024-01-16,Mali,South Africa,Mali,Hamari Traoré,60,FALSE,FALSE
2024-01-16,Mali,South Africa,Mali,Lassine Sinayoko,66,FALSE,FALSE
2024-01-16,Saudi Arabia,Oman,Oman,Salaah Al-Yahyaei,14,FALSE,TRUE
2024-01-16,Saudi Arabia,Oman,Saudi Arabia,Abdulrahman Ghareeb,78,FALSE,FALSE
2024-01-16,Saudi Arabia,Oman,Saudi Arabia,Ali Al-Bulaihi,90,FALSE,FALSE
2024-01-16,Thailand,Kyrgyzstan,Thailand,Supachai Chaided,26,FALSE,FALSE
2024-01-16,Thailand,Kyrgyzstan,Thailand,Supachai Chaided,48,FALSE,FALSE
2024-01-16,Tunisia,Namibia,Namibia,Deon Hotto,88,FALSE,FALSE
2024-01-17,DR Congo,Zambia,Zambia,Kings Kangwa,23,FALSE,FALSE
2024-01-17,DR Congo,Zambia,DR Congo,Yoane Wissa,27,FALSE,FALSE
2024-01-17,Morocco,Tanzania,Morocco,Romain Saïss,30,FALSE,FALSE
2024-01-17,Morocco,Tanzania,Morocco,Azzedine Ounahi,77,FALSE,FALSE
2024-01-17,Morocco,Tanzania,Morocco,Youssef En-Nesyri,80,FALSE,FALSE
2024-01-17,Qatar,Tajikistan,Qatar,Akram Afif,17,FALSE,FALSE
2024-01-18,Egypt,Ghana,Ghana,Mohammed Kudus,45,FALSE,FALSE
2024-01-18,Egypt,Ghana,Egypt,Omar Marmoush,69,FALSE,FALSE
2024-01-18,Egypt,Ghana,Ghana,Mohammed Kudus,71,FALSE,FALSE
2024-01-18,Egypt,Ghana,Egypt,Mostafa Mohamed,74,FALSE,FALSE
2024-01-18,Equatorial Guinea,Guinea-Bissau,Equatorial Guinea,Emilio Nsue,21,FALSE,FALSE
2024-01-18,Equatorial Guinea,Guinea-Bissau,Guinea-Bissau,Esteban Obiang,37,TRUE,FALSE
2024-01-18,Equatorial Guinea,Guinea-Bissau,Equatorial Guinea,Josete Miranda,46,FALSE,FALSE
2024-01-18,Equatorial Guinea,Guinea-Bissau,Equatorial Guinea,Emilio Nsue,51,FALSE,FALSE
2024-01-18,Equatorial Guinea,Guinea-Bissau,Equatorial Guinea,Emilio Nsue,61,FALSE,FALSE
2024-01-18,Equatorial Guinea,Guinea-Bissau,Guinea-Bissau,Zé Turbo,90,FALSE,FALSE
2024-01-18,India,Uzbekistan,Uzbekistan,Abbosbek Fayzullaev,4,FALSE,FALSE
2024-01-18,India,Uzbekistan,Uzbekistan,Igor Sergeev,18,FALSE,FALSE
2024-01-18,India,Uzbekistan,Uzbekistan,Sherzod Nasrullaev,45,FALSE,FALSE
2024-01-18,Ivory Coast,Nigeria,Nigeria,William Troost-Ekong,55,FALSE,TRUE
2024-01-18,Palestine,United Arab Emirates,United Arab Emirates,Sultan Adil,23,FALSE,FALSE
2024-01-18,Palestine,United Arab Emirates,Palestine,Bader Nasser,50,TRUE,FALSE
2024-01-18,Syria,Australia,Australia,Jackson Irvine,59,FALSE,FALSE
2024-01-19,Cape Verde,Mozambique,Cape Verde,Bebé,32,FALSE,FALSE
2024-01-19,Cape Verde,Mozambique,Cape Verde,Ryan Mendes,51,FALSE,FALSE
2024-01-19,Cape Verde,Mozambique,Cape Verde,Kevin Pina,69,FALSE,FALSE
2024-01-19,Guinea,Gambia,Guinea,Aguibou Camara,69,FALSE,FALSE
2024-01-19,Hong Kong,Iran,Iran,Mehdi Ghayedi,24,FALSE,FALSE
2024-01-19,Iraq,Japan,Iraq,Aymen Hussein,5,FALSE,FALSE
2024-01-19,Iraq,Japan,Iraq,Aymen Hussein,45,FALSE,FALSE
2024-01-19,Iraq,Japan,Japan,Wataru Endō,90,FALSE,FALSE
2024-01-19,Senegal,Cameroon,Senegal,Ismaïla Sarr,16,FALSE,FALSE
2024-01-19,Senegal,Cameroon,Senegal,Habib Diallo,71,FALSE,FALSE
2024-01-19,Senegal,Cameroon,Cameroon,Jean-Charles Castelletto,83,FALSE,FALSE
